"","Sample_SQ24023853-R24009771LD01-2021415KP.sorted"
"chr6-155984420-156204699",23483.74
"chr6-156204699-156427954",23594.06
"chr6-156646389-156867275",22657.07
"chr6-156867275-157079553",22404.02
"chr6-157079553-157288933",22785.78
"chr6-157288933-157509477",26471.18
"chr6-157509477-157730048",23543.36
"chr6-157730048-157951626",23594.48
"chr6-157951626-158173237",23089.54
"chr6-158173237-158412815",25157.9
"chr6-158412815-158642372",24204.7
"chr6-158642372-158876568",23953.18
"chr6-158876568-159105336",24653.92
"chr6-159105336-159319228",23016.04
"chr6-159319228-159537297",23589.2
"chr6-159537297-159776628",24446.35
"chr6-159776628-159993451",22616.23
"chr6-159993451-160218149",25342.72
"chr6-160218149-160437783",24188.67
"chr6-160720840-160949937",24423.91
"chr6-160949937-161161813",22639.6
"chr6-161161813-161387925",23773.4
"chr6-161387925-161605164",23277.73
"chr6-161605164-161817298",22531.54
"chr6-161817298-162039440",28171.22
"chr6-162039440-162251553",23127.48
"chr6-162251553-162464847",22550.65
"chr6-162464847-162684431",23083.81
"chr6-162684431-162898940",23204.75
"chr6-162898940-163118566",23352.66
"chr6-163118566-163330315",22589.49
"chr6-163330315-163541401",22334.47
"chr6-163752749-163964046",22610.4
"chr6-163964046-164178391",22847.84
"chr6-164178391-164393892",22809.41
"chr6-164393892-164612064",23378.62
"chr6-164612064-164843769",24905.54
"chr6-164843769-165063565",23466.15
"chr6-165063565-165275903",22810.73
"chr6-165275903-165498581",23838.68
"chr6-165498581-165711945",22735.72
"chr6-165711945-165921616",22262.47
"chr6-165921616-166131327",21901.94
"chr6-166131327-166355961",20021.03
"chr6-166355961-166571649",23314.78
"chr6-166571649-166782711",22508.92
"chr6-166782711-167014800",24575.75
"chr6-167014800-167268142",27299.99
"chr6-167268142-167513885",25796.19
"chr6-167513885-167775882",22880.17
"chr6-167775882-167985480",22398.03
"chr6-167985480-168196688",22338.11
"chr6-168196688-168416268",22963.19
"chr6-168416268-168636872",23292.85
"chr6-168636872-168854188",20025.78
"chr6-168854188-169072516",18326.99
"chr6-169072516-169290489",23476.31
"chr6-169290489-169514790",23985.02
"chr6-169514790-169731989",22747.69
"chr6-169731989-169950372",12920.46
"chr6-169950372-170164977",23312.49
"chr6-170164977-170391790",16985.61
"chr7-268619-489089",23672.26
"chr7-489089-713184",24171.3
"chr7-713184-947340",24698.13
"chr7-947340-1180260",24381.91
"chr7-1180260-1408616",23967.72
"chr7-1408616-1628369",23639.06
"chr7-1628369-1860978",24573.64
"chr7-1860978-2077523",23543.15
"chr7-2077523-2301729",23300.69
"chr7-2301729-2549465",25020.88
"chr7-2549465-2782037",23846.14
"chr7-2782037-3006183",23362.05
"chr7-3006183-3236922",23754.22
"chr7-3236922-3452315",22843.36
"chr7-3452315-3665716",22753.14
"chr7-3665716-3881543",23349.5
"chr7-3881543-4097865",23026.13
"chr7-4097865-4319533",23482.01
"chr7-4319533-4557695",24924.28
"chr7-4557695-4812421",25338.05
"chr7-4812421-5073911",26772.8
"chr7-5358250-5607974",24436.71
"chr7-5607974-5867751",26673.59
"chr7-6202525-6456841",25036.4
"chr7-6456841-6699877",24146.03
"chr7-7113494-7338577",24002.89
"chr7-7338577-7564161",24158.96
"chr7-7564161-7787243",23465.15
"chr7-7787243-7998046",22609.7
"chr7-7998046-8214786",23370.57
"chr7-8214786-8438060",24139.2
"chr7-8438060-8643818",22815.59
"chr7-8643818-8863487",23757.28
"chr7-8863487-9075080",22998.97
"chr7-9075080-9289320",23375.41
"chr7-9289320-9518555",25025.05
"chr7-9518555-9737475",23536.21
"chr7-9737475-9956269",23483.68
"chr7-9956269-10172393",23508.75
"chr7-10172393-10395036",24176.56
"chr7-10395036-10619621",24378.22
"chr7-10619621-10854794",25350.4
"chr7-10854794-11078858",23534.33
"chr7-11078858-11289615",22889.75
"chr7-11289615-11506463",23668.71
"chr7-11506463-11720811",23690.18
"chr7-11720811-11930273",23194.45
"chr7-11930273-12139789",22811.86
"chr7-12139789-12361740",24180.47
"chr7-12361740-12588199",24356.86
"chr7-12588199-12810551",23683.48
"chr7-12810551-13032378",24084.77
"chr7-13032378-13254485",23949.14
"chr7-13254485-13471755",23424.02
"chr7-13471755-13691925",24001.98
"chr7-13691925-13916441",24081.8
"chr7-13916441-14130171",23250.62
"chr7-14130171-14352126",24073.87
"chr7-14352126-14568425",23592
"chr7-14568425-14789372",24337.26
"chr7-14789372-14997119",22820.1
"chr7-14997119-15208853",22805.29
"chr7-15208853-15420911",22656.1
"chr7-15420911-15639097",23591.97
"chr7-15639097-15848457",22587.62
"chr7-15848457-16068415",23425.42
"chr7-16068415-16293228",24441.65
"chr7-16293228-16510972",23394.18
"chr7-16510972-16728818",23297.92
"chr7-16728818-16944541",23510.23
"chr7-16944541-17165831",23969.83
"chr7-17165831-17382878",23644.92
"chr7-17382878-17602435",23639.83
"chr7-17602435-17822224",23291.23
"chr7-18038267-18255663",23519.12
"chr7-18255663-18462958",22377.74
"chr7-18462958-18668674",22209.62
"chr7-18668674-18877677",22672.61
"chr7-18877677-19103073",24421.6
"chr7-19103073-19326942",23785.76
"chr7-19326942-19542434",23195.3
"chr7-19542434-19764920",24113.05
"chr7-19764920-20000904",25493.3
"chr7-20000904-20222500",24115.68
"chr7-20222500-20432770",22229.13
"chr7-20432770-20656106",24456.25
"chr7-20656106-20880662",22902.98
"chr7-20880662-21098831",23241.74
"chr7-21098831-21318041",23951.52
"chr7-21318041-21540550",23740.13
"chr7-21540550-21756405",23235.32
"chr7-21756405-21975055",23108.93
"chr7-21975055-22191557",23218.26
"chr7-22191557-22402960",22628.35
"chr7-22402960-22646961",26699.45
"chr7-22874638-23108450",24984.85
"chr7-23108450-23340459",23903.75
"chr7-23340459-23580174",24082.96
"chr7-23580174-23817712",24609.56
"chr7-23817712-24055844",24999.9
"chr7-24055844-24279005",23827.75
"chr7-24279005-24497538",23735.91
"chr7-24497538-24716517",23183.26
"chr7-24716517-24931941",23368.84
"chr7-24931941-25170037",25106.84
"chr7-25170037-25379276",22373.12
"chr7-25379276-25588716",22474.89
"chr7-25588716-25810756",23764.62
"chr7-25810756-26023401",22847.28
"chr7-26023401-26260141",24623.45
"chr7-26260141-26481390",23341.15
"chr7-26481390-26689757",22697.45
"chr7-26689757-26914404",24007.95
"chr7-26914404-27151788",24907.63
"chr7-27151788-27372322",22843.56
"chr7-27372322-27594791",23808.28
"chr7-27594791-27813331",23164.83
"chr7-27813331-28032708",23506.64
"chr7-28032708-28242226",22562.01
"chr7-28242226-28457289",23256.65
"chr7-28457289-28665043",22306.71
"chr7-28665043-28875447",22446.45
"chr7-28875447-29090294",22596.03
"chr7-29090294-29307351",23245.12
"chr7-29307351-29516598",22672.81
"chr7-29797912-30012585",23124.24
"chr7-30012585-30228184",23703.94
"chr7-30228184-30463540",24836.67
"chr7-30463540-30694837",24869.32
"chr7-30694837-30904910",22448.16
"chr7-30904910-31111044",22582.42
"chr7-31111044-31329898",23459.27
"chr7-31329898-31550690",23443.06
"chr7-31550690-31769474",23329.46
"chr7-31769474-31986009",23481.46
"chr7-31986009-32205221",23826.77
"chr7-32205221-32428490",23620.03
"chr7-32428490-32680809",26651.81
"chr7-33022321-33251153",23804.73
"chr7-33251153-33469274",23325.26
"chr7-33469274-33688079",23670.15
"chr7-33898033-34109603",22848.68
"chr7-34109603-34337518",24744.93
"chr7-34337518-34563635",24316.35
"chr7-34563635-34786120",24099.72
"chr7-34786120-35064657",30150.92
"chr7-35385020-35595956",22987.47
"chr7-35595956-35826135",25671.83
"chr7-35826135-36087499",27674.29
"chr7-36311858-36540427",23611.02
"chr7-36540427-36761780",23936.75
"chr7-36761780-36969338",22820.54
"chr7-36969338-37195403",24138.09
"chr7-37416425-37635944",23555.45
"chr7-37635944-37855385",23143.24
"chr7-37855385-38068296",22560.46
"chr7-38068296-38297428",24668.32
"chr7-38297428-38520926",23174.51
"chr7-38520926-38737631",23059.85
"chr7-38737631-38948558",22781.3
"chr7-38948558-39164812",23019.01
"chr7-39164812-39375896",22863.21
"chr7-39375896-39595752",23320.62
"chr7-39595752-39845071",26328.2
"chr7-39845071-40098002",25928.83
"chr7-40098002-40341655",25335.2
"chr7-40341655-40559905",23459.39
"chr7-40559905-40769792",22632.07
"chr7-40769792-40995585",24042.09
"chr7-40995585-41202877",22331.56
"chr7-41202877-41415719",22549.72
"chr7-41415719-41627038",22611.33
"chr7-41627038-41836251",22608.67
"chr7-41836251-42043864",22339.04
"chr7-42043864-42254283",22253.02
"chr7-42254283-42469045",22985.11
"chr7-42469045-42686762",23629.07
"chr7-42686762-42914499",23894.12
"chr7-42914499-43135953",23376.29
"chr7-43135953-43354820",23297.16
"chr7-43354820-43574388",23560.93
"chr7-43574388-43804939",24211.98
"chr7-44097555-44308348",22675.9
"chr7-44308348-44529361",23311.76
"chr7-44529361-44766047",23866.96
"chr7-44766047-45012740",24716.92
"chr7-45012740-45231766",23122.79
"chr7-45457616-45679671",24104.94
"chr7-45978220-46195846",23515.74
"chr7-46195846-46410439",23051.26
"chr7-46410439-46628018",23699.17
"chr7-46628018-46843148",22847.16
"chr7-46843148-47053433",22551.41
"chr7-47053433-47270871",23601.85
"chr7-47270871-47481345",23014.85
"chr7-47481345-47709746",24138.76
"chr7-47709746-47933785",23406.14
"chr7-47933785-48157668",23369.95
"chr7-48157668-48368034",22970.26
"chr7-48368034-48580991",23109.02
"chr7-48580991-48804712",24132.86
"chr7-48804712-49052850",26607.74
"chr7-49052850-49267639",23010.28
"chr7-49267639-49478646",22749.73
"chr7-49478646-49705538",24147.62
"chr7-49705538-49916773",22385.02
"chr7-49916773-50135186",23429.16
"chr7-50135186-50345979",22288.86
"chr7-50345979-50559920",22873.83
"chr7-50559920-50774576",23419.59
"chr7-50774576-50999031",23619.24
"chr7-50999031-51212902",22813.68
"chr7-51212902-51463025",26496.47
"chr7-51463025-51698393",24668.64
"chr7-51698393-51924126",23990.52
"chr7-51924126-52143474",22972.98
"chr7-52143474-52364893",23092.66
"chr7-52364893-52577223",22557.25
"chr7-52577223-52788267",22635.24
"chr7-52788267-53002220",22804.16
"chr7-53002220-53234509",25354.39
"chr7-53234509-53451841",23407.43
"chr7-53451841-53662609",22828.05
"chr7-53662609-53876442",22922.9
"chr7-53876442-54095202",23272.19
"chr7-54095202-54341260",26693.64
"chr7-54341260-54562310",23397.38
"chr7-54562310-54781613",23194.5
"chr7-54781613-55004653",23623.95
"chr7-55004653-55210492",22312.46
"chr7-55442385-55699362",27381
"chr7-55999429-56259811",26734.26
"chr7-64307969-64547747",24716.41
"chr7-64547747-64794524",25479.78
"chr7-64794524-65057010",26941.22
"chr7-65925745-66198664",26801.45
"chr7-66198664-66456577",26519.96
"chr7-66456577-66733733",28415.4
"chr7-66733733-67009384",28264.69
"chr7-67638209-67871138",24170.93
"chr7-68111901-68343556",24393.07
"chr7-68343556-68571317",23518.74
"chr7-68805765-69038120",24385.87
"chr7-69038120-69267600",24135.3
"chr7-69508873-69727933",23168.21
"chr7-69727933-69937114",22247.03
"chr7-69937114-70149429",22603.18
"chr7-70149429-70369415",23498.12
"chr7-70369415-70580961",22736.39
"chr7-70580961-70793894",22881.78
"chr7-70793894-71027342",23801.04
"chr7-71027342-71257838",23469.97
"chr7-71257838-71481495",23529.57
"chr7-71481495-71711536",24136.75
"chr7-71711536-71943568",23931.6
"chr7-72176714-72406322",23714.95
"chr7-73436802-73683894",24187.78
"chr7-73683894-73936550",25042.09
"chr7-73936550-74183714",24410.51
"chr7-74183714-74446318",25439.46
"chr7-74446318-74707880",25744.78
"chr7-75594965-75862202",26343.7
"chr7-75862202-76110437",24779.23
"chr7-76110437-76371695",26195.52
"chr7-77353663-77580663",23693.89
"chr7-77580663-77812159",23324.24
"chr7-77812159-78035274",23340.73
"chr7-78035274-78246667",22754.55
"chr7-78246667-78468988",24093.03
"chr7-78468988-78684443",23019.9
"chr7-78684443-78905136",24081.85
"chr7-78905136-79121388",23690.92
"chr7-79121388-79337382",23312.1
"chr7-79337382-79547835",23251.75
"chr7-79547835-79764272",23355.4
"chr7-79764272-79988041",24510.53
"chr7-79988041-80203611",23407.31
"chr7-80203611-80414803",22672.06
"chr7-80414803-80627588",22910.66
"chr7-80627588-80847077",24207.04
"chr7-80847077-81077310",24152.65
"chr7-81077310-81295545",23437.99
"chr7-81295545-81515023",24310.44
"chr7-81515023-81723320",22799.71
"chr7-81723320-81939948",23685.64
"chr7-81939948-82149363",23416.79
"chr7-82149363-82359012",22806.02
"chr7-82359012-82579457",23334.72
"chr7-82579457-82806193",24414.34
"chr7-82806193-83015627",23553.14
"chr7-83232329-83446542",23332.56
"chr7-83884919-84116904",24969.89
"chr7-84116904-84332069",23449.37
"chr7-84332069-84554999",23885.34
"chr7-84554999-84767164",23333.22
"chr7-84767164-84980214",23085.39
"chr7-84980214-85193106",23625.84
"chr7-85193106-85410877",23620.67
"chr7-85410877-85621030",23183.28
"chr7-85621030-85836843",23254.07
"chr7-85836843-86048808",23249.07
"chr7-86048808-86275691",24213.9
"chr7-86275691-86500040",24160.63
"chr7-86500040-86721787",24459.15
"chr7-86721787-86930691",22773
"chr7-86930691-87156908",24064.34
"chr7-87156908-87391819",25328.86
"chr7-87391819-87607319",22977.63
"chr7-87607319-87838304",25395.55
"chr7-87838304-88068383",24141.11
"chr7-88068383-88286830",23532.43
"chr7-88286830-88499771",23111.6
"chr7-88499771-88721300",23890.71
"chr7-88721300-88935702",23293.11
"chr7-88935702-89145608",22862.23
"chr7-89145608-89365670",24149.01
"chr7-89365670-89596009",24724.15
"chr7-89596009-89816935",23996.93
"chr7-89816935-90034931",23521.51
"chr7-90034931-90292549",27463
"chr7-90292549-90519201",24104.22
"chr7-90519201-90748578",24291.85
"chr7-90748578-90968167",23832.11
"chr7-90968167-91189147",23931.18
"chr7-91189147-91410141",23701.28
"chr7-91410141-91654064",26346.51
"chr7-91654064-91883967",24401.97
"chr7-91883967-92118703",24876.52
"chr7-92118703-92345338",23951.69
"chr7-92345338-92579592",24523.91
"chr7-92579592-92791664",22824.38
"chr7-92791664-93011768",23426.94
"chr7-93011768-93238743",24416.59
"chr7-93238743-93459700",24128.07
"chr7-93459700-93685547",24786.56
"chr7-93685547-93902094",23705.85
"chr7-93902094-94112789",22571.59
"chr7-94112789-94326829",23124.36
"chr7-94326829-94537699",22592.26
"chr7-94537699-94757802",23798.56
"chr7-94757802-94991226",25111.09
"chr7-94991226-95219699",24475.63
"chr7-95219699-95438032",23471.77
"chr7-95438032-95652334",23053.3
"chr7-95867512-96080532",22822.98
"chr7-96080532-96302894",23722.81
"chr7-96302894-96518996",23130.79
"chr7-96518996-96745319",24170.07
"chr7-96745319-96964405",23494.67
"chr7-96964405-97193178",23906.23
"chr7-97193178-97434048",25729.3
"chr7-97434048-97668661",25527.55
"chr7-97980758-98224023",24673.04
"chr7-98224023-98469632",24451.36
"chr7-98469632-98700291",23983.79
"chr7-98700291-98939524",23859.96
"chr7-98939524-99161886",22933.98
"chr7-99161886-99407146",24340.76
"chr7-99407146-99647417",24747.85
"chr7-99900353-100142894",25400.47
"chr7-100142894-100449121",30897.1
"chr7-100449121-100689914",24046.14
"chr7-100689914-100946116",24730.16
"chr7-101198598-101458307",25556.97
"chr7-101458307-101693638",24395.42
"chr7-101693638-101931882",23360.54
"chr7-101931882-102167739",23695.36
"chr7-102167739-102441409",28304.58
"chr7-103255107-103514705",27249.42
"chr7-103514705-103726992",22960.2
"chr7-103726992-103956022",24378.54
"chr7-103956022-104174126",23060.76
"chr7-104174126-104402164",24448.44
"chr7-104402164-104637652",25514.93
"chr7-104637652-104871389",25155.62
"chr7-105098440-105320779",23145.64
"chr7-105320779-105578590",25696.01
"chr7-105578590-105802319",23849.59
"chr7-105802319-106020203",23483.21
"chr7-106020203-106241332",38021.99
"chr7-106241332-106471556",24700.1
"chr7-106471556-106701054",24572.08
"chr7-106701054-106929807",24276.13
"chr7-106929807-107160835",24428.77
"chr7-107160835-107377479",22712.39
"chr7-107377479-107605058",24452.21
"chr7-107605058-107825107",27990.91
"chr7-107825107-108048548",23899.06
"chr7-108048548-108264211",23490.38
"chr7-108264211-108484402",23890.22
"chr7-108484402-108708249",23903.89
"chr7-108708249-108925327",23586.03
"chr7-108925327-109153965",24516.35
"chr7-109153965-109366438",23298.39
"chr7-109366438-109583419",23740.4
"chr7-109583419-109818885",24283.2
"chr7-109818885-110047331",24795.68
"chr7-110047331-110264089",23778.4
"chr7-110264089-110490456",24350.01
"chr7-110490456-110715424",23943.46
"chr7-110715424-110930641",23591.3
"chr7-110930641-111142471",23217.55
"chr7-111142471-111357298",23644.13
"chr7-111357298-111589271",25380.24
"chr7-111589271-111812699",23601.33
"chr7-111812699-112031991",23296.27
"chr7-112031991-112241059",22234.97
"chr7-112455019-112680324",24452.01
"chr7-112680324-112906460",23552.42
"chr7-112906460-113135841",25041.23
"chr7-113135841-113357557",24382.5
"chr7-113357557-113589262",25009.18
"chr7-113589262-113821563",24986.64
"chr7-113821563-114035461",23063.56
"chr7-114035461-114249752",23148.02
"chr7-114249752-114468749",23793.17
"chr7-114468749-114680925",23282.28
"chr7-114680925-114890693",22712.82
"chr7-114890693-115110448",23538.9
"chr7-115110448-115328792",23618.78
"chr7-115328792-115536904",22960.04
"chr7-115536904-115750054",22997.84
"chr7-115750054-115964350",23545.35
"chr7-115964350-116183186",23692.32
"chr7-116183186-116398962",23241.91
"chr7-116398962-116620290",23841.27
"chr7-116620290-116842295",23716.64
"chr7-116842295-117065475",23376.89
"chr7-117277494-117492061",22578.31
"chr7-117492061-117707095",23747.6
"chr7-117707095-117916476",22045.33
"chr7-117916476-118140770",24343.48
"chr7-118140770-118359214",23361.63
"chr7-118359214-118573702",23684.02
"chr7-118573702-118782828",23709.59
"chr7-118782828-118992780",22617.15
"chr7-118992780-119205229",22992.13
"chr7-119205229-119423496",23772.76
"chr7-119423496-119655949",25397.5
"chr7-119655949-119870187",23582.28
"chr7-119870187-120088582",24019.43
"chr7-120088582-120305243",23734.51
"chr7-120305243-120515269",23050.87
"chr7-120515269-120722846",22800.84
"chr7-120722846-120942355",23709.11
"chr7-120942355-121153644",22955.9
"chr7-121153644-121376723",23981.61
"chr7-121376723-121595317",23172.29
"chr7-121595317-121812291",23213.82
"chr7-121812291-122023405",22809.59
"chr7-122023405-122245504",23991.18
"chr7-122245504-122460785",23653.83
"chr7-122460785-122674931",22853.15
"chr7-122674931-122899479",24184.81
"chr7-122899479-123119283",23416.44
"chr7-123119283-123329880",22983.24
"chr7-123329880-123560534",24672.63
"chr7-123560534-123773911",23152.64
"chr7-123773911-124003276",24799.11
"chr7-124003276-124222702",24471.94
"chr7-124222702-124437126",23246.83
"chr7-124437126-124660488",23989.02
"chr7-124660488-124874453",22964.3
"chr7-124874453-125102888",24486.99
"chr7-125102888-125325759",24013.24
"chr7-125325759-125540767",23428.72
"chr7-125540767-125752277",24123.04
"chr7-125752277-125974376",23987.86
"chr7-125974376-126186494",23411.9
"chr7-126186494-126403956",23564.4
"chr7-126403956-126624412",23701.83
"chr7-126624412-126838719",23487.5
"chr7-126838719-127073668",25740.48
"chr7-127073668-127286017",22939.39
"chr7-127286017-127510588",24284.4
"chr7-127510588-127729474",22921.14
"chr7-127729474-127937265",22757.71
"chr7-127937265-128149077",22946.72
"chr7-128149077-128372428",23319.08
"chr7-128709903-128929656",23349.49
"chr7-128929656-129158353",24008.45
"chr7-129158353-129388033",23922.18
"chr7-129388033-129624207",24946.46
"chr7-129624207-129849241",23386.7
"chr7-129849241-130098921",25139.81
"chr7-130330784-130549234",23359.53
"chr7-130549234-130786783",24788.99
"chr7-130786783-131009098",23088.56
"chr7-131009098-131234925",23035.87
"chr7-131234925-131458240",23507.77
"chr7-131458240-131686036",23514.81
"chr7-131686036-131901714",22882.28
"chr7-131901714-132121611",23687.49
"chr7-132121611-132325877",22734
"chr7-132325877-132532494",22368.44
"chr7-132532494-132748079",23714.6
"chr7-132748079-132959292",22793.57
"chr7-132959292-133182555",23914.32
"chr7-133182555-133407560",23542.01
"chr7-133407560-133618739",23302.27
"chr7-133618739-133826945",22842.07
"chr7-133826945-134047898",23563.97
"chr7-134047898-134268146",23632.05
"chr7-134268146-134480599",23253.5
"chr7-134480599-134706069",24342.91
"chr7-134706069-134918367",22709.88
"chr7-134918367-135145737",24599.81
"chr7-135145737-135361521",23237.23
"chr7-135361521-135586768",23254.16
"chr7-135586768-135807417",23327.79
"chr7-135807417-136027593",23252.79
"chr7-136027593-136251430",23945.95
"chr7-136251430-136472844",23689.49
"chr7-136472844-136690739",23583.05
"chr7-136690739-136919853",24551.45
"chr7-136919853-137136146",23606.75
"chr7-137136146-137362088",24303.38
"chr7-137362088-137576487",23323.36
"chr7-137576487-137788075",23085.46
"chr7-137788075-138000886",22579.2
"chr7-138000886-138231849",24529.77
"chr7-138231849-138481034",25252.02
"chr7-138481034-138719385",24859.79
"chr7-138719385-138946886",23553.42
"chr7-138946886-139179016",24048.55
"chr7-139179016-139414087",24471.55
"chr7-139414087-139647880",24899.52
"chr7-139647880-139866290",23637.07
"chr7-139866290-140082536",22833.59
"chr7-140082536-140315932",24270.67
"chr7-140315932-140574480",25306.41
"chr7-140574480-140819506",25368.28
"chr7-140819506-141052839",24513.68
"chr7-141277310-141488375",22839.34
"chr7-141488375-141707302",19580.16
"chr7-141938805-142169064",18242.58
"chr7-142169064-142383285",11558.73
"chr7-142843756-143057569",12027.61
"chr7-143294781-143510963",22971.66
"chr7-144455386-144673086",23530.53
"chr7-144673086-144895712",23675.88
"chr7-144895712-145113908",23115.05
"chr7-145113908-145338342",24862.17
"chr7-145338342-145557216",23541.1
"chr7-145557216-145779636",23576.06
"chr7-145997683-146226457",24713.47
"chr7-146226457-146446593",24098.94
"chr7-146446593-146661102",23023.83
"chr7-146661102-146876605",22954.82
"chr7-146876605-147105522",24792.54
"chr7-147105522-147319921",23298.1
"chr7-147319921-147535560",23050.59
"chr7-147535560-147754619",23962.53
"chr7-147754619-147980208",23737
"chr7-147980208-148197571",22965.95
"chr7-148197571-148421833",12916.33
"chr7-148421833-148660645",21622.97
"chr7-148660645-148880296",22804.82
"chr7-148880296-149134602",25362.61
"chr7-149134602-149376368",24838.64
"chr7-149376368-149606836",24176.64
"chr7-149606836-149827358",23383.7
"chr7-150313010-150537166",23647.32
"chr7-150537166-150791735",26506.43
"chr7-150791735-151007516",23518.92
"chr7-151007516-151219002",22380.73
"chr7-151219002-151436830",22911.47
"chr7-151436830-151660033",23339.55
"chr7-151660033-151872164",22600.29
"chr7-151872164-152108352",24710.17
"chr7-152938297-153165704",26897.26
"chr7-153165704-153395287",24866.44
"chr7-153395287-153613907",23717.44
"chr7-154258594-154475237",23052.11
"chr7-154475237-154693608",22348.21
"chr7-154693608-154905114",23030.18
"chr7-154905114-155122511",23075.08
"chr7-155122511-155340611",23832.26
"chr7-155340611-155552084",22463.23
"chr7-155552084-155769731",22850.03
"chr7-155769731-155978033",22491.89
"chr7-155978033-156189637",22954.47
"chr7-156189637-156404323",23446.37
"chr7-156404323-156618796",22971.8
"chr7-156618796-156837947",23168.23
"chr7-156837947-157075749",24150.25
"chr7-157075749-157308077",24209
"chr7-157308077-157541274",24423.4
"chr7-157541274-157764697",20246.39
"chr7-157764697-157980425",20798.38
"chr7-158203400-158433664",15981.51
"chr7-158433664-158656293",22611.22
"chr7-158656293-158880548",23493.7
"chr7-158880548-159104981",24381.18
"chr8-484578-705637",23504.22
"chr8-705637-928528",12728.74
"chr8-928528-1155403",11824.26
"chr8-1155403-1384476",12807.32
"chr8-1384476-1632870",6775.06
"chr8-1632870-1863876",10283.63
"chr8-1863876-2076197",11302.26
"chr8-2496815-2705323",10722.37
"chr8-2705323-2917049",16495.31
"chr8-2917049-3130466",22550.79
"chr8-3130466-3363359",24822.96
"chr8-3363359-3577481",22948.77
"chr8-3577481-3790653",23398.53
"chr8-3790653-3998001",21865.7
"chr8-3998001-4213566",22883.61
"chr8-4213566-4419106",22170.75
"chr8-4419106-4629968",22501.72
"chr8-4629968-4837456",22496.6
"chr8-4837456-5049753",22842.82
"chr8-5049753-5264100",22693.07
"chr8-5264100-5479923",22926.41
"chr8-5479923-5686612",22194.62
"chr8-5686612-5899905",22785.93
"chr8-5899905-6119303",22991.46
"chr8-6119303-6350761",23883.06
"chr8-6350761-6574179",23504.78
"chr8-6574179-6789387",23257.95
"chr8-8304911-8529544",23497.78
"chr8-8529544-8748275",23032.94
"chr8-8748275-8974736",23779.47
"chr8-8974736-9199564",23360.91
"chr8-9199564-9416256",23039.71
"chr8-9416256-9643757",24174.05
"chr8-9643757-9877076",24670.25
"chr8-9877076-10094481",23089.92
"chr8-10094481-10301268",22388.49
"chr8-10301268-10515976",23166.97
"chr8-10515976-10729276",22840.01
"chr8-10729276-10941401",22818.28
"chr8-10941401-11155152",22842.19
"chr8-11155152-11368001",22592.12
"chr8-11368001-11583607",22774.73
"chr8-11583607-11799054",22540.61
"chr8-12827540-13046461",23025.51
"chr8-13046461-13268513",23271.48
"chr8-13487645-13702388",22845.17
"chr8-13702388-13911433",22403.52
"chr8-13911433-14128760",23378.89
"chr8-14128760-14346103",23427.16
"chr8-14346103-14560787",23724.33
"chr8-14560787-14775391",23296.59
"chr8-14775391-14992155",23313.2
"chr8-14992155-15203054",22706.17
"chr8-15203054-15415514",22450.15
"chr8-15415514-15643651",24321.58
"chr8-15643651-15853547",22938.71
"chr8-16072531-16286682",22654.43
"chr8-16286682-16501652",23399.63
"chr8-16501652-16718165",23352.76
"chr8-16718165-16939064",23533.38
"chr8-16939064-17162204",23739.91
"chr8-17162204-17376613",22672.05
"chr8-17376613-17591914",22569.74
"chr8-17591914-17810617",23159.68
"chr8-17810617-18029063",23333.56
"chr8-18029063-18247979",22991.8
"chr8-18247979-18459033",22758.71
"chr8-18459033-18679400",22961.65
"chr8-18891752-19106051",22578.85
"chr8-19106051-19323637",22933.43
"chr8-19323637-19537815",22749.15
"chr8-19537815-19747280",22814.81
"chr8-19747280-19974864",24231
"chr8-19974864-20197060",23016.44
"chr8-20197060-20410259",22599.55
"chr8-20622033-20836676",25953.26
"chr8-20836676-21048500",22754.81
"chr8-21048500-21258551",22541.79
"chr8-21258551-21473338",23176.05
"chr8-21473338-21682230",22823.22
"chr8-21682230-21904447",23582.83
"chr8-21904447-22122102",22966.35
"chr8-22122102-22345743",22919.04
"chr8-22345743-22576093",23343.97
"chr8-22576093-22784187",22216.07
"chr8-22784187-22998909",23672.99
"chr8-22998909-23232168",24024.51
"chr8-23232168-23461814",24111.01
"chr8-23461814-23684373",23098.13
"chr8-23684373-23896456",22368.84
"chr8-23896456-24107666",22486.62
"chr8-24107666-24326065",23574.5
"chr8-24326065-24542956",23535.85
"chr8-24542956-24759096",23369.01
"chr8-24759096-24977251",23449.89
"chr8-24977251-25201328",22765.97
"chr8-25201328-25421782",22992.53
"chr8-25421782-25647375",23635.43
"chr8-25647375-25877388",24032.76
"chr8-25877388-26085585",22174.69
"chr8-26085585-26309891",23183.4
"chr8-26309891-26531432",23369.54
"chr8-26531432-26748147",23121.96
"chr8-26748147-26963258",23086.08
"chr8-26963258-27187113",23696.47
"chr8-27187113-27399411",22474.45
"chr8-27399411-27617249",23544.69
"chr8-27617249-27832805",22568.13
"chr8-27832805-28047888",22813.03
"chr8-28047888-28266671",22959.22
"chr8-28266671-28492779",23290.63
"chr8-28492779-28717244",22956.28
"chr8-28717244-28943631",23828.44
"chr8-28943631-29159769",22977.1
"chr8-29159769-29383823",23508.21
"chr8-29383823-29609157",24062.17
"chr8-29609157-29821574",23666.82
"chr8-29821574-30038063",22671.79
"chr8-30038063-30273085",23759.64
"chr8-30273085-30515547",24352.53
"chr8-30515547-30748165",23797.63
